id,categoria,nombre,precio_usd,precio_texto,url_producto,imagen_150_url,imagen_800_url,archivo_imagen,estado_revision
SAM-071,Dulces,Marshmelo,3.0,US$ 3.00,https://sam-venezuela.ola.click/dulces/marshmelo,https://assets.olaclick.app/companies/products/images/150/1245a109-708c-44b9-a34c-6ec4838bed58.webp,https://assets.olaclick.app/companies/products/images/800/1245a109-708c-44b9-a34c-6ec4838bed58.webp,imagenes/SAM-071_marshmelo.webp,OK
SAM-072,Dulces,Marshmello,3.5,US$ 3.50,https://sam-venezuela.ola.click/dulces/marshmello,https://assets.olaclick.app/companies/products/images/150/5fd06464-9ea9-4a05-b930-08a8b697d6f0.webp,https://assets.olaclick.app/companies/products/images/800/5fd06464-9ea9-4a05-b930-08a8b697d6f0.webp,imagenes/SAM-072_marshmello.webp,OK
SAM-073,Dulces,Mochi,2.5,US$ 2.50,https://sam-venezuela.ola.click/dulces/mochi,https://assets.olaclick.app/companies/products/images/150/00c1d161-afd6-49c2-acc5-29c0333f6510.webp,https://assets.olaclick.app/companies/products/images/800/00c1d161-afd6-49c2-acc5-29c0333f6510.webp,imagenes/SAM-073_mochi.webp,OK
SAM-074,Dulces,Gomita 4D,1.5,US$ 1.50,https://sam-venezuela.ola.click/dulces/gomita-4d,https://assets.olaclick.app/companies/products/images/150/94d45566-0745-4681-a1bf-7276bfdda90c.webp,https://assets.olaclick.app/companies/products/images/800/94d45566-0745-4681-a1bf-7276bfdda90c.webp,imagenes/SAM-074_gomita-4d.webp,OK
SAM-075,Dulces,Oreo Sabores,2.5,US$ 2.50,https://sam-venezuela.ola.click/dulces/oreo-sabores,https://assets.olaclick.app/companies/products/images/150/fbb0cd07-9b09-4aaa-a8fe-5f45cd2c2113.webp,https://assets.olaclick.app/companies/products/images/800/fbb0cd07-9b09-4aaa-a8fe-5f45cd2c2113.webp,imagenes/SAM-075_oreo-sabores.webp,OK
SAM-076,Dulces,Oreo edicion,2.8,US$ 2.80,https://sam-venezuela.ola.click/dulces/oreo-edicion,https://assets.olaclick.app/companies/products/images/150/89eeb26d-864a-4719-a412-73b707f25fbb.webp,https://assets.olaclick.app/companies/products/images/800/89eeb26d-864a-4719-a412-73b707f25fbb.webp,imagenes/SAM-076_oreo-edicion.webp,OK
SAM-077,Dulces,Chupeta Gomita,1.5,US$ 1.50,https://sam-venezuela.ola.click/dulces/chupeta-gomita,https://assets.olaclick.app/companies/products/images/150/0631f58b-5c31-4387-97dd-b9224d2144db.webp,https://assets.olaclick.app/companies/products/images/800/0631f58b-5c31-4387-97dd-b9224d2144db.webp,imagenes/SAM-077_chupeta-gomita.webp,OK
SAM-078,Dulces,5x1 Caramelo de leche y fruta,1.0,US$ 1.00,https://sam-venezuela.ola.click/dulces/5x1-caramelo-de-leche-y-fruta,https://assets.olaclick.app/companies/products/images/150/412ba431-cd56-4e9c-b9a9-11d0a59099f5.webp,https://assets.olaclick.app/companies/products/images/800/412ba431-cd56-4e9c-b9a9-11d0a59099f5.webp,imagenes/SAM-078_5x1-caramelo-de-leche-y-fruta.webp,OK
SAM-079,Dulces,5x1 Caramelo de guayaba,1.0,US$ 1.00,https://sam-venezuela.ola.click/dulces/5x1-caramelo-de-guayaba,https://assets.olaclick.app/companies/products/images/150/d5f4ee28-6996-4868-8721-1162ef4c32af.webp,https://assets.olaclick.app/companies/products/images/800/d5f4ee28-6996-4868-8721-1162ef4c32af.webp,imagenes/SAM-079_5x1-caramelo-de-guayaba.webp,OK
SAM-080,Dulces,Chupeta,1.5,US$ 1.50,https://sam-venezuela.ola.click/dulces/chupeta,https://assets.olaclick.app/companies/products/images/150/2308ded0-1817-4c7a-8513-6f6973a5c5c6.webp,https://assets.olaclick.app/companies/products/images/800/2308ded0-1817-4c7a-8513-6f6973a5c5c6.webp,imagenes/SAM-080_chupeta.webp,OK
SAM-081,Dulces,Caramelo en Barra,1.5,US$ 1.50,https://sam-venezuela.ola.click/dulces/caramelo-en-barra,https://assets.olaclick.app/companies/products/images/150/aff91d89-8d8d-4ab1-adc3-de2fc334c3af.webp,https://assets.olaclick.app/companies/products/images/800/aff91d89-8d8d-4ab1-adc3-de2fc334c3af.webp,imagenes/SAM-081_caramelo-en-barra.webp,OK
SAM-082,Dulces,Ponque relleno,1.5,US$ 1.50,https://sam-venezuela.ola.click/dulces/ponque-relleno,https://assets.olaclick.app/companies/products/images/150/352c11b1-7d50-42df-b5b9-2fe52112fb44.webp,https://assets.olaclick.app/companies/products/images/800/352c11b1-7d50-42df-b5b9-2fe52112fb44.webp,imagenes/SAM-082_ponque-relleno.webp,OK
SAM-083,Dulces,Caramelos acidos,1.0,US$ 1.00,https://sam-venezuela.ola.click/dulces/caramelos-acidos,https://assets.olaclick.app/companies/products/images/150/a3c7839e-80be-4b6e-bde9-30736eb15b3b.webp,https://assets.olaclick.app/companies/products/images/800/a3c7839e-80be-4b6e-bde9-30736eb15b3b.webp,imagenes/SAM-083_caramelos-acidos.webp,OK
SAM-084,Dulces,Galletas Pepa,5.0,US$ 5.00,https://sam-venezuela.ola.click/dulces/galletas-pepa,https://assets.olaclick.app/companies/products/images/150/7595114b-0ad8-415b-afb1-4485aa8c4991.webp,https://assets.olaclick.app/companies/products/images/800/7595114b-0ad8-415b-afb1-4485aa8c4991.webp,imagenes/SAM-084_galletas-pepa.webp,OK
SAM-085,Dulces,Mochi,4.0,US$ 4.00,https://sam-venezuela.ola.click/dulces/mochi-w8au,https://assets.olaclick.app/companies/products/images/150/cee374b9-2aed-4344-b86f-c6ab24de2818.webp,https://assets.olaclick.app/companies/products/images/800/cee374b9-2aed-4344-b86f-c6ab24de2818.webp,imagenes/SAM-085_mochi.webp,OK
SAM-086,Dulces,Paquete Cramelo,5.5,US$ 5.50,https://sam-venezuela.ola.click/dulces/paquete-cramelo,https://assets.olaclick.app/companies/products/images/150/a37d4537-0737-41c4-b1a8-e32dc03c1401.webp,https://assets.olaclick.app/companies/products/images/800/a37d4537-0737-41c4-b1a8-e32dc03c1401.webp,imagenes/SAM-086_paquete-cramelo.webp,OK
SAM-087,Dulces,Caramelo Naranja,1.0,US$ 1.00,https://sam-venezuela.ola.click/dulces/caramelo-naranja,https://assets.olaclick.app/companies/products/images/150/2e102993-639b-4831-9505-403ff33349e6.webp,https://assets.olaclick.app/companies/products/images/800/2e102993-639b-4831-9505-403ff33349e6.webp,imagenes/SAM-087_caramelo-naranja.webp,OK
SAM-088,Dulces,Gomita shin chan parchita,3.5,US$ 3.50,https://sam-venezuela.ola.click/dulces/gomita-shin-chan-parchita,https://assets.olaclick.app/companies/products/images/150/01128919-9936-473d-9a05-57c609bbec79.webp,https://assets.olaclick.app/companies/products/images/800/01128919-9936-473d-9a05-57c609bbec79.webp,imagenes/SAM-088_gomita-shin-chan-parchita.webp,OK
SAM-089,Dulces,Galleta Coreana Choco Blanco,2.0,US$ 2.00,https://sam-venezuela.ola.click/dulces/galleta-coreana-choco-blanco,https://assets.olaclick.app/companies/products/images/150/99c55e78-4a52-48fb-9b7c-cfb0f8a0e08a.webp,https://assets.olaclick.app/companies/products/images/800/99c55e78-4a52-48fb-9b7c-cfb0f8a0e08a.webp,imagenes/SAM-089_galleta-coreana-choco-blanco.webp,OK
SAM-090,Dulces,Galleta Batata,1.0,US$ 1.00,https://sam-venezuela.ola.click/dulces/galleta-batata-szif,https://assets.olaclick.app/companies/products/images/150/408bbcea-d731-4320-9209-e2bf5f612577.webp,https://assets.olaclick.app/companies/products/images/800/408bbcea-d731-4320-9209-e2bf5f612577.webp,imagenes/SAM-090_galleta-batata.webp,OK
SAM-091,Dulces,Galleta de Arroz,1.0,US$ 1.00,https://sam-venezuela.ola.click/dulces/galleta-de-arroz-umzd,https://assets.olaclick.app/companies/products/images/150/daeafb2c-b6cb-4872-90c9-133b2b591d19.webp,https://assets.olaclick.app/companies/products/images/800/daeafb2c-b6cb-4872-90c9-133b2b591d19.webp,imagenes/SAM-091_galleta-de-arroz.webp,OK
SAM-092,Dulces,Galleta con mermelada,1.0,US$ 1.00,https://sam-venezuela.ola.click/dulces/galleta-con-mermelada,https://assets.olaclick.app/companies/products/images/150/581cad81-1f31-4192-aacf-79e137a364d3.webp,https://assets.olaclick.app/companies/products/images/800/581cad81-1f31-4192-aacf-79e137a364d3.webp,imagenes/SAM-092_galleta-con-mermelada.webp,OK
SAM-093,Dulces,Galleta Mochi Fresa,1.5,US$ 1.50,https://sam-venezuela.ola.click/dulces/galleta-mochi-fresa,https://assets.olaclick.app/companies/products/images/150/50ad55be-e581-4a29-985f-a6b3610dff81.webp,https://assets.olaclick.app/companies/products/images/800/50ad55be-e581-4a29-985f-a6b3610dff81.webp,imagenes/SAM-093_galleta-mochi-fresa.webp,OK
SAM-094,Dulces,Caramelos Explosivos,2.0,US$ 2.00,https://sam-venezuela.ola.click/dulces/caramelos-explosivos,https://assets.olaclick.app/companies/products/images/150/76dc559a-d539-4bd4-9af5-38239158c70f.webp,https://assets.olaclick.app/companies/products/images/800/76dc559a-d539-4bd4-9af5-38239158c70f.webp,imagenes/SAM-094_caramelos-explosivos.webp,OK
SAM-095,Dulces,Caramelos Explosivos,2.0,US$ 2.00,https://sam-venezuela.ola.click/dulces/caramelos-explosivos-c4ai,https://assets.olaclick.app/companies/products/images/150/6e9a9dce-f3ae-4054-9d59-c5fca30f175a.webp,https://assets.olaclick.app/companies/products/images/800/6e9a9dce-f3ae-4054-9d59-c5fca30f175a.webp,imagenes/SAM-095_caramelos-explosivos.webp,OK
SAM-096,Dulces,Mochi x4,3.0,US$ 3.00,https://sam-venezuela.ola.click/dulces/mochi-x4,https://assets.olaclick.app/companies/products/images/150/06646216-2abe-4f4f-b660-861fa6295fcd.webp,https://assets.olaclick.app/companies/products/images/800/06646216-2abe-4f4f-b660-861fa6295fcd.webp,imagenes/SAM-096_mochi-x4.webp,OK
SAM-097,Dulces,Chupeta polvo,2.0,US$ 2.00,https://sam-venezuela.ola.click/dulces/chupeta-polvo,https://assets.olaclick.app/companies/products/images/150/e877fedc-6cd2-4c6b-8b1f-139fd41dc99a.webp,https://assets.olaclick.app/companies/products/images/800/e877fedc-6cd2-4c6b-8b1f-139fd41dc99a.webp,imagenes/SAM-097_chupeta-polvo.webp,OK
SAM-098,Dulces,Chupeta Gomita personajes,1.5,US$ 1.50,https://sam-venezuela.ola.click/dulces/chupeta-gomita-personajes,https://assets.olaclick.app/companies/products/images/150/dbf20a3c-4da1-40bd-bafd-bea64e0ca776.webp,https://assets.olaclick.app/companies/products/images/800/dbf20a3c-4da1-40bd-bafd-bea64e0ca776.webp,imagenes/SAM-098_chupeta-gomita-personajes.webp,OK
SAM-099,Dulces,Mochi Matcha,1.5,US$ 1.50,https://sam-venezuela.ola.click/dulces/mochi-matcha,https://assets.olaclick.app/companies/products/images/150/4a36f224-c715-4146-bab2-3c8b7da744a8.webp,https://assets.olaclick.app/companies/products/images/800/4a36f224-c715-4146-bab2-3c8b7da744a8.webp,imagenes/SAM-099_mochi-matcha.webp,OK
SAM-100,Snacks,Snack de pescado,2.5,US$ 2.50,https://sam-venezuela.ola.click/snacks/snack-de-pescado,https://assets.olaclick.app/companies/products/images/150/e0fdf898-fc1f-45ae-b4b8-04e699693ae6.webp,https://assets.olaclick.app/companies/products/images/800/e0fdf898-fc1f-45ae-b4b8-04e699693ae6.webp,imagenes/SAM-100_snack-de-pescado.webp,OK
SAM-101,Snacks,Papas,2.5,US$ 2.50,https://sam-venezuela.ola.click/snacks/papas,https://assets.olaclick.app/companies/products/images/150/9cf8a6f5-3075-4d8d-b50e-82e9ac802af3.webp,https://assets.olaclick.app/companies/products/images/800/9cf8a6f5-3075-4d8d-b50e-82e9ac802af3.webp,imagenes/SAM-101_papas.webp,OK
SAM-102,Snacks,Snack Calamar Picante,2.5,US$ 2.50,https://sam-venezuela.ola.click/snacks/snack-calamar-picante,https://assets.olaclick.app/companies/products/images/150/f5532f8f-b30b-4088-8e4a-1e77232d3f22.webp,https://assets.olaclick.app/companies/products/images/800/f5532f8f-b30b-4088-8e4a-1e77232d3f22.webp,imagenes/SAM-102_snack-calamar-picante.webp,OK
SAM-103,Snacks,Fideos Crispy,2.0,US$ 2.00,https://sam-venezuela.ola.click/snacks/fideos-crispy,https://assets.olaclick.app/companies/products/images/150/33b4137a-76ee-4c52-8e35-44dc18fec69d.webp,https://assets.olaclick.app/companies/products/images/800/33b4137a-76ee-4c52-8e35-44dc18fec69d.webp,imagenes/SAM-103_fideos-crispy.webp,OK
SAM-104,Snacks,Fideo Crispy nino,2.0,US$ 2.00,https://sam-venezuela.ola.click/snacks/fideo-crispy-nino,https://assets.olaclick.app/companies/products/images/150/577ba854-8866-4edd-82ca-a7e5f45e5966.webp,https://assets.olaclick.app/companies/products/images/800/577ba854-8866-4edd-82ca-a7e5f45e5966.webp,imagenes/SAM-104_fideo-crispy-nino.webp,OK
SAM-105,Snacks,Fideo Crispy little pony,2.0,US$ 2.00,https://sam-venezuela.ola.click/snacks/fideo-crispy-little-pony,https://assets.olaclick.app/companies/products/images/150/1a783c10-9980-4d53-922c-8b537847a26a.webp,https://assets.olaclick.app/companies/products/images/800/1a783c10-9980-4d53-922c-8b537847a26a.webp,imagenes/SAM-105_fideo-crispy-little-pony.webp,OK
SAM-106,Snacks,Fideo Crispy muneca,1.5,US$ 1.50,https://sam-venezuela.ola.click/snacks/fideo-crispy-muneca,https://assets.olaclick.app/companies/products/images/150/89163af3-6eb5-4b20-8628-c6b527319f97.webp,https://assets.olaclick.app/companies/products/images/800/89163af3-6eb5-4b20-8628-c6b527319f97.webp,imagenes/SAM-106_fideo-crispy-muneca.webp,OK
SAM-107,Snacks,Abas picantes,2.0,US$ 2.00,https://sam-venezuela.ola.click/snacks/abas-picantes,https://assets.olaclick.app/companies/products/images/150/93eba0f3-1c5c-4c20-9968-fbb40d9e4b69.webp,https://assets.olaclick.app/companies/products/images/800/93eba0f3-1c5c-4c20-9968-fbb40d9e4b69.webp,imagenes/SAM-107_abas-picantes.webp,OK
SAM-108,Snacks,Papas Fritas,1.5,US$ 1.50,https://sam-venezuela.ola.click/snacks/papas-fritas,https://assets.olaclick.app/companies/products/images/150/fe7a8fde-dd8d-48fa-83cd-bccffa15f710.webp,https://assets.olaclick.app/companies/products/images/800/fe7a8fde-dd8d-48fa-83cd-bccffa15f710.webp,imagenes/SAM-108_papas-fritas.webp,OK
SAM-109,Snacks,Papas Fritas,3.5,US$ 3.50,https://sam-venezuela.ola.click/snacks/papas-fritas-hm1b,https://assets.olaclick.app/companies/products/images/150/38448c97-ae5d-4a5d-ab10-8d18d4462ba9.webp,https://assets.olaclick.app/companies/products/images/800/38448c97-ae5d-4a5d-ab10-8d18d4462ba9.webp,imagenes/SAM-109_papas-fritas.webp,OK
SAM-110,Sin Gluten,Ramen carne fideo de arroz,3.5,US$ 3.50,https://sam-venezuela.ola.click/sin-gluten/ramen-carne-fideo-de-arroz,https://assets.olaclick.app/companies/products/images/150/e1e57402-615e-4048-a00a-fa7f2cf3a8e2.webp,https://assets.olaclick.app/companies/products/images/800/e1e57402-615e-4048-a00a-fa7f2cf3a8e2.webp,imagenes/SAM-110_ramen-carne-fideo-de-arroz.webp,OK
SAM-111,Sin Gluten,Ramen Pollo fideo de arroz,3.5,US$ 3.50,https://sam-venezuela.ola.click/sin-gluten/ramen-pollo-fideo-de-arroz-bdp8,https://assets.olaclick.app/companies/products/images/150/8f670de1-9217-4458-9f5d-bc60c3d4e9de.webp,https://assets.olaclick.app/companies/products/images/800/8f670de1-9217-4458-9f5d-bc60c3d4e9de.webp,imagenes/SAM-111_ramen-pollo-fideo-de-arroz.webp,OK
SAM-112,Sin Gluten,Ramen Costilla fideo de arroz,3.5,US$ 3.50,https://sam-venezuela.ola.click/sin-gluten/ramen-costilla-fideo-de-arroz,https://assets.olaclick.app/companies/products/images/150/7146e817-5e10-41b8-adea-8840751fabc6.webp,https://assets.olaclick.app/companies/products/images/800/7146e817-5e10-41b8-adea-8840751fabc6.webp,imagenes/SAM-112_ramen-costilla-fideo-de-arroz.webp,OK
SAM-113,Sin Gluten,Galleta Batata,1.0,US$ 1.00,https://sam-venezuela.ola.click/sin-gluten/galleta-batata,https://assets.olaclick.app/companies/products/images/150/408bbcea-d731-4320-9209-e2bf5f612577.webp,https://assets.olaclick.app/companies/products/images/800/408bbcea-d731-4320-9209-e2bf5f612577.webp,imagenes/SAM-113_galleta-batata.webp,OK
SAM-114,Sin Gluten,Galleta de Arroz,1.0,US$ 1.00,https://sam-venezuela.ola.click/sin-gluten/galleta-de-arroz,https://assets.olaclick.app/companies/products/images/150/daeafb2c-b6cb-4872-90c9-133b2b591d19.webp,https://assets.olaclick.app/companies/products/images/800/daeafb2c-b6cb-4872-90c9-133b2b591d19.webp,imagenes/SAM-114_galleta-de-arroz.webp,OK
SAM-115,Sin Gluten,Fideo de arroz,2.0,US$ 2.00,https://sam-venezuela.ola.click/sin-gluten/fideo-de-arroz,https://assets.olaclick.app/companies/products/images/150/0d03461a-7a30-4bb7-a480-47b972f16cbe.webp,https://assets.olaclick.app/companies/products/images/800/0d03461a-7a30-4bb7-a480-47b972f16cbe.webp,imagenes/SAM-115_fideo-de-arroz.webp,OK
SAM-116,Sin Gluten,Papel de Arroz,5.0,US$ 5.00,https://sam-venezuela.ola.click/sin-gluten/papel-de-arroz,https://assets.olaclick.app/companies/products/images/150/7b95c525-1e0d-4693-a7fc-e8ce94825fa1.webp,https://assets.olaclick.app/companies/products/images/800/7b95c525-1e0d-4693-a7fc-e8ce94825fa1.webp,imagenes/SAM-116_papel-de-arroz.webp,OK
SAM-117,Sin Gluten,Ramen albóndigas Fideo de Arroz,2.95,US$ 2.95,https://sam-venezuela.ola.click/sin-gluten/ramen-albondigas-fideo-de-arroz-ofhj,https://assets.olaclick.app/companies/products/images/150/90a8cbb9-30b1-4dbb-8f07-222eb98d9917.webp,https://assets.olaclick.app/companies/products/images/800/90a8cbb9-30b1-4dbb-8f07-222eb98d9917.webp,imagenes/SAM-117_ramen-albondigas-fideo-de-arroz.webp,OK
SAM-118,Sin Gluten,Ramen Pollo champiñones y cebollino,2.95,US$ 2.95,https://sam-venezuela.ola.click/sin-gluten/ramen-pollo-champinones-y-cebollino-eqbc,https://assets.olaclick.app/companies/products/images/150/a0a859c8-f4ec-45d3-a415-1ae4567c5304.webp,https://assets.olaclick.app/companies/products/images/800/a0a859c8-f4ec-45d3-a415-1ae4567c5304.webp,imagenes/SAM-118_ramen-pollo-champinones-y-cebollino.webp,OK
SAM-119,Sin Gluten,Ramen Carne Fideo de Arroz,2.95,US$ 2.95,https://sam-venezuela.ola.click/sin-gluten/ramen-carne-fideo-de-arroz-ruv8,https://assets.olaclick.app/companies/products/images/150/6ebc3feb-c93c-44a3-a9a3-c1ea1a069cd9.webp,https://assets.olaclick.app/companies/products/images/800/6ebc3feb-c93c-44a3-a9a3-c1ea1a069cd9.webp,imagenes/SAM-119_ramen-carne-fideo-de-arroz.webp,OK
SAM-120,Helados,Chupis de sabores,1.5,US$ 1.50,https://sam-venezuela.ola.click/helados/chupis-de-sabores,https://assets.olaclick.app/companies/products/images/150/6c64e24c-c563-4785-9666-f3473feae73a.webp,https://assets.olaclick.app/companies/products/images/800/6c64e24c-c563-4785-9666-f3473feae73a.webp,imagenes/SAM-120_chupis-de-sabores.webp,OK
SAM-121,Kits o Combos,Kit para sushi,25.0,US$ 25.00,https://sam-venezuela.ola.click/kits-o-combos/kit-para-sushi,https://assets.olaclick.app/companies/products/images/150/67f4bacc-4db1-41f0-80ad-0d61ce79bd9c.webp,https://assets.olaclick.app/companies/products/images/800/67f4bacc-4db1-41f0-80ad-0d61ce79bd9c.webp,imagenes/SAM-121_kit-para-sushi.webp,OK
SAM-122,Kits o Combos,Caja Sorpresa Bronce,15.0,US$ 15.00,https://sam-venezuela.ola.click/kits-o-combos/caja-sorpresa-bronce,https://assets.olaclick.app/companies/products/images/150/b72188cb-6cfc-44ac-80c3-314ca564b496.webp,https://assets.olaclick.app/companies/products/images/800/b72188cb-6cfc-44ac-80c3-314ca564b496.webp,imagenes/SAM-122_caja-sorpresa-bronce.webp,OK
SAM-123,Kits o Combos,Caja Sorpresa plata,20.0,US$ 20.00,https://sam-venezuela.ola.click/kits-o-combos/caja-sorpresa-plata,https://assets.olaclick.app/companies/products/images/150/a3e068cb-432e-4e76-9064-89c103f63e25.webp,https://assets.olaclick.app/companies/products/images/800/a3e068cb-432e-4e76-9064-89c103f63e25.webp,imagenes/SAM-123_caja-sorpresa-plata.webp,OK
SAM-124,Kits o Combos,Caja Sorpresa oro,25.0,US$ 25.00,https://sam-venezuela.ola.click/kits-o-combos/caja-sorpresa-oro,https://assets.olaclick.app/companies/products/images/150/af7f2f99-db16-4063-8bec-fd70804ac44a.webp,https://assets.olaclick.app/companies/products/images/800/af7f2f99-db16-4063-8bec-fd70804ac44a.webp,imagenes/SAM-124_caja-sorpresa-oro.webp,OK
SAM-125,Kits o Combos,Caja Sorpresa Diamante,33.0,US$ 33.00,https://sam-venezuela.ola.click/kits-o-combos/caja-sorpresa-diamante,https://assets.olaclick.app/companies/products/images/150/d5b7c72c-ed99-45bc-986d-4c43e0ad4b0d.webp,https://assets.olaclick.app/companies/products/images/800/d5b7c72c-ed99-45bc-986d-4c43e0ad4b0d.webp,imagenes/SAM-125_caja-sorpresa-diamante.webp,OK
SAM-126,Kits o Combos,Kit de Preparación,1.5,US$ 1.50,https://sam-venezuela.ola.click/kits-o-combos/kit-de-preparacion-d60v,https://assets.olaclick.app/companies/products/images/150/1291fb4d-54ce-44b2-b785-e55b7564edc2.webp,https://assets.olaclick.app/companies/products/images/800/1291fb4d-54ce-44b2-b785-e55b7564edc2.webp,imagenes/SAM-126_kit-de-preparacion.webp,OK
SAM-127,Comida Coreana (Solo delivery),Banderilla Salchicha-Queso Panko,3.0,US$ 3.00,https://sam-venezuela.ola.click/comida-coreana-solo-delivery/banderilla-salchicha-queso-panko,https://assets.olaclick.app/companies/products/images/150/6ad3b81d-eb46-498f-b985-8622cc69412e.webp,https://assets.olaclick.app/companies/products/images/800/6ad3b81d-eb46-498f-b985-8622cc69412e.webp,imagenes/SAM-127_banderilla-salchicha-queso-panko.webp,OK
SAM-128,Comida Coreana (Solo delivery),Banderilla Chorizo-Queso Panko,3.5,US$ 3.50,https://sam-venezuela.ola.click/comida-coreana-solo-delivery/banderilla-chorizo-queso-panko,https://assets.olaclick.app/companies/products/images/150/6ad3b81d-eb46-498f-b985-8622cc69412e.webp,https://assets.olaclick.app/companies/products/images/800/6ad3b81d-eb46-498f-b985-8622cc69412e.webp,imagenes/SAM-128_banderilla-chorizo-queso-panko.webp,OK
SAM-129,Comida Coreana (Solo delivery),Banderilla Queso Panko,3.5,US$ 3.50,https://sam-venezuela.ola.click/comida-coreana-solo-delivery/banderilla-queso-panko,https://assets.olaclick.app/companies/products/images/150/6ad3b81d-eb46-498f-b985-8622cc69412e.webp,https://assets.olaclick.app/companies/products/images/800/6ad3b81d-eb46-498f-b985-8622cc69412e.webp,imagenes/SAM-129_banderilla-queso-panko.webp,OK
SAM-130,Comida Coreana (Solo delivery),Banderilla Salchi-Queso Cober Papa,3.5,US$ 3.50,https://sam-venezuela.ola.click/comida-coreana-solo-delivery/banderilla-salchi-queso-cober-papa,https://assets.olaclick.app/companies/products/images/150/fa39efd6-aa13-429f-9b93-85e04db18a85.webp,https://assets.olaclick.app/companies/products/images/800/fa39efd6-aa13-429f-9b93-85e04db18a85.webp,imagenes/SAM-130_banderilla-salchi-queso-cober-papa.webp,OK
SAM-131,Comida Coreana (Solo delivery),Banderilla Queso Cobertura Papa,4.0,US$ 4.00,https://sam-venezuela.ola.click/comida-coreana-solo-delivery/banderilla-queso-cobertura-papa,https://assets.olaclick.app/companies/products/images/150/fa39efd6-aa13-429f-9b93-85e04db18a85.webp,https://assets.olaclick.app/companies/products/images/800/fa39efd6-aa13-429f-9b93-85e04db18a85.webp,imagenes/SAM-131_banderilla-queso-cobertura-papa.webp,OK
SAM-132,Comida Coreana (Solo delivery),Banderilla Chori-Queso Cober Papa,4.0,US$ 4.00,https://sam-venezuela.ola.click/comida-coreana-solo-delivery/banderilla-chori-queso-cober-papa,https://assets.olaclick.app/companies/products/images/150/fa39efd6-aa13-429f-9b93-85e04db18a85.webp,https://assets.olaclick.app/companies/products/images/800/fa39efd6-aa13-429f-9b93-85e04db18a85.webp,imagenes/SAM-132_banderilla-chori-queso-cober-papa.webp,OK
SAM-133,Malteadas (solo delivery),Malteada Chocolate,4.5,US$ 4.50,https://sam-venezuela.ola.click/malteadas-solo-delivery/malteada-chocolate,https://assets.olaclick.app/companies/products/images/150/14b37dd4-ca57-4849-8b79-eb2ab297c283.webp,https://assets.olaclick.app/companies/products/images/800/14b37dd4-ca57-4849-8b79-eb2ab297c283.webp,imagenes/SAM-133_malteada-chocolate.webp,OK
SAM-134,Malteadas (solo delivery),Malteada Fresa,4.5,US$ 4.50,https://sam-venezuela.ola.click/malteadas-solo-delivery/malteada-fresa,https://assets.olaclick.app/companies/products/images/150/5bb76e70-d6b0-4d19-9048-eeb5ad5593e8.webp,https://assets.olaclick.app/companies/products/images/800/5bb76e70-d6b0-4d19-9048-eeb5ad5593e8.webp,imagenes/SAM-134_malteada-fresa.webp,OK
SAM-135,Malteadas (solo delivery),Matcha Latte,5.5,US$ 5.50,https://sam-venezuela.ola.click/malteadas-solo-delivery/matcha-latte-tiya,https://assets.olaclick.app/companies/products/images/150/b5708d2d-d7b5-4b9c-bd27-9c0568fc8e25.webp,https://assets.olaclick.app/companies/products/images/800/b5708d2d-d7b5-4b9c-bd27-9c0568fc8e25.webp,imagenes/SAM-135_matcha-latte.webp,OK
SAM-136,Malteadas (solo delivery),Bubble Blueberry,4.0,US$ 4.00,https://sam-venezuela.ola.click/malteadas-solo-delivery/bubble-blueberry,https://assets.olaclick.app/companies/products/images/150/ae3d749a-5a29-44bf-9eac-9c7afff773ec.webp,https://assets.olaclick.app/companies/products/images/800/ae3d749a-5a29-44bf-9eac-9c7afff773ec.webp,imagenes/SAM-136_bubble-blueberry.webp,OK
SAM-137,Malteadas (solo delivery),Bubble Fresa,4.0,US$ 4.00,https://sam-venezuela.ola.click/malteadas-solo-delivery/bubble-fresa,https://assets.olaclick.app/companies/products/images/150/aa630bb4-ce52-4733-873f-855ae9c60629.webp,https://assets.olaclick.app/companies/products/images/800/aa630bb4-ce52-4733-873f-855ae9c60629.webp,imagenes/SAM-137_bubble-fresa.webp,OK
SAM-138,Malteadas (solo delivery),Bubble Parchita/Piña Chamoy,4.0,US$ 4.00,https://sam-venezuela.ola.click/malteadas-solo-delivery/bubble-parchitapina-chamoy,https://assets.olaclick.app/companies/products/images/150/438eb3af-4bf2-49e2-a294-50ca31abd3dc.webp,https://assets.olaclick.app/companies/products/images/800/438eb3af-4bf2-49e2-a294-50ca31abd3dc.webp,imagenes/SAM-138_bubble-parchita-pina-chamoy.webp,OK
